X,Y,ID,TIPO,AMBITO,CARTELLINO,SPECIE_COM,ALTEZZA_M,D_CHIOMA,D_FUSTO,RIF_CARTOG,CLASSE_CED,RISCHIO,icon_url
9.22941758903564,45.9853622266664,"6721",Alberi,30 - Villa Carlotta - giardino vecchio parte bassa,"2075",Rhododendron arboreum,10.0000000000,6.0000000000,45.0000000000,"10369",B,0.00,./0.png
9.22930555060881,45.9854038802187,"21553",Alberi,30 - Villa Carlotta - giardino vecchio parte bassa,"2076",Phoenix canariensis,6.0000000000,5.0000000000,42.0000000000,"10401",,0.00,./0.png
9.22923369372478,45.9853334794697,"6724",Alberi,30 - Villa Carlotta - giardino vecchio parte bassa,"2077",Araucaria angustifolia,16.0000000000,6.0000000000,42.0000000000,"10403",B,0.00,./0.png
9.22918169671254,45.9853669211228,"6722",Alberi,30 - Villa Carlotta - giardino vecchio parte bassa,"2078",Araucaria angustifolia (Bertol.) Kuntze,12.0000000000,8.0000000000,49.0000000000,10403A,B,0.00,./0.png
9.23083781003205,45.9858498060586,"21557",Alberi,24 - Villa Carlotta - Fontana bosco,"2079",Liriodendron tulipifera,20.0000000000,10.0000000000,83.0000000000,"11481",B,0.00,./0.png
9.23264329356571,45.9874844640607,"21656",Alberi,8 - Villa Carlotta - valle felci,"2085",Taxus baccata L.,15.0000000000,6.0000000000,33.0000000000,"2624",A,0.00,./0.png
9.2325690296394,45.9874390733525,"21659",Alberi,8 - Villa Carlotta - valle felci,"2086",Euonymus lucidus D.Don,15.0000000000,7.0000000000,42.0000000000,"2479",B,0.00,./0.png
9.23254885384332,45.9874217707006,"21662",Alberi,8 - Villa Carlotta - valle felci,"2087",Acer pseudoplatanus,25.0000000000,4.0000000000,30.0000000000,"2517",B,0.00,./0.png
9.23213886888496,45.9880325230198,"21665",Alberi,8 - Villa Carlotta - valle felci,"2088",Quercus ilex,20.0000000000,5.0000000000,35.0000000000,1817A,B,0.00,./0.png
9.23192989907304,45.9876414403569,"21671",Alberi,8 - Villa Carlotta - valle felci,"2090",Taxus baccata L.,20.0000000000,8.0000000000,43.0000000000,"2332",B,0.00,./0.png
9.23207936859917,45.9876085196034,"21677",Alberi,8 - Villa Carlotta - valle felci,"2092",Platanus acerifolia,28.0000000000,7.0000000000,39.0000000000,"2328",B,0.00,./0.png
9.23240478020133,45.9873585841796,"21684",Alberi,8 - Villa Carlotta - valle felci,"2094",Taxus baccata L.,15.0000000000,5.0000000000,31.0000000000,"2461",B,0.00,./0.png
9.23244548437744,45.9872985409549,"21687",Alberi,8 - Villa Carlotta - valle felci,"2095",Taxus baccata L.,15.0000000000,5.0000000000,34.0000000000,"2459",B,0.00,./0.png
9.23263870559601,45.9873632204577,"21690",Alberi,8 - Villa Carlotta - valle felci,"2096",Euonymus lucidus D.Don,7.0000000000,5.0000000000,32.0000000000,"2442",B,0.00,./0.png
9.23234726551828,45.9872767797817,"21693",Alberi,8 - Villa Carlotta - valle felci,"2097",Prunus laurocerasus L.,8.0000000000,8.0000000000,25.0000000000,"2469",B,0.00,./0.png
9.23244487068403,45.9871920228581,"21696",Alberi,15 - Villa Carlotta - zona serre vecchie,"2098",Sycopsis sinensis Oliv.,12.0000000000,8.0000000000,38.0000000000,"5152",B,0.00,./0.png
9.23259164959779,45.9871490174924,"21699",Alberi,15 - Villa Carlotta - zona serre vecchie,"2099",Acer pseudoplatanus,20.0000000000,6.0000000000,40.0000000000,"5150",Non attribuita,0.00,./0.png
9.23276307924494,45.9870358488734,"21702",Alberi,15 - Villa Carlotta - zona serre vecchie,"2100",Taxus baccata L.,17.4193344120,4.0000000000,30.0000000000,"5126",D,21.69,./3.png
9.23183791487294,45.9866575088311,"21705",Alberi,5 - Villa Carlotta - prato centrale,"2101",Thujopsis dolabrata (L. f.) Sieb. & Zucc. Variegata,14.0000000000,4.0000000000,42.0000000000,"6767",B,0.00,./0.png
9.2316300722493,45.9867237589543,"21714",Alberi,5 - Villa Carlotta - prato centrale,"2104",Taxus baccata L.,8.0000000000,5.0000000000,34.0000000000,"6746",B,0.00,./0.png
9.2315970993051,45.9866377462575,"21717",Alberi,5 - Villa Carlotta - prato centrale,"2105",Sycopsis sinensis Oliv.,6.0000000000,6.0000000000,30.0000000000,"6742",B,0.00,./0.png
9.23149300967289,45.9867001946875,"21723",Alberi,6 - Villa Carlotta - viale ex platano,"2107",Laurus nobilis L.,12.0000000000,3.0000000000,32.0000000000,8560A,B,0.00,./0.png
9.23155726575802,45.9868107060386,"21726",Alberi,19 - Villa Carlotta - Tropicali,"2108",Araucaria angustifolia (Bertol.) Kuntze,9.0000000000,6.0000000000,26.0000000000,"7104",B,0.00,./0.png
9.23143937206622,45.9866683520136,"21729",Alberi,6 - Villa Carlotta - viale ex platano,"2109",Euonymus lucidus D.Don,8.0000000000,6.0000000000,28.0000000000,"8562",B,0.00,./0.png
9.23142277324893,45.9868988940469,"21732",Alberi,10 - Villa Carlotta - Viale Castanone,"2110",Taxus baccata L.,9.0000000000,6.0000000000,35.0000000000,"7118",B,0.00,./0.png
9.23139888225467,45.9868450662208,"21735",Alberi,16 - Villa Carlotta - Grotta,"2111",Ilex aquifolium L.,10.0000000000,5.0000000000,38.0000000000,7126B,B,0.00,./0.png
9.23110100835429,45.9868341304711,"21738",Alberi,10 - Villa Carlotta - Viale Castanone,"2112",Betula pendula Roth.,15.0000000000,4.0000000000,40.0000000000,"7326",B,0.00,./0.png
9.23108190613716,45.9868388492875,"21741",Alberi,10 - Villa Carlotta - Viale Castanone,"2113",Betula pendula Roth.,15.0000000000,5.0000000000,31.0000000000,"7327",B,0.00,./0.png
9.23111600762203,45.9868549269909,"21845",Alberi,10 - Villa Carlotta - Viale Castanone,"2114",Betula pendula Roth.,14.0000000000,4.0000000000,26.0000000000,"7324",B,0.00,./0.png
9.23127571680139,45.9869993298201,"21836",Alberi,10 - Villa Carlotta - Viale Castanone,"2115",Taxus baccata L.,4.0000000000,12.0000000000,35.0000000000,"7348",Non attribuita,0.00,./0.png
9.23128347192014,45.9870199069671,"21848",Alberi,10 - Villa Carlotta - Viale Castanone,"2116",Fagus sylvatica L. f. purpurea (Ait.) Schneid.,8.0000000000,19.0000000000,44.0000000000,"7349",B,0.00,./0.png
9.23121633577185,45.9871324123978,"21864",Alberi,10 - Villa Carlotta - Viale Castanone,"2117",Platanus acerifolia,22.0000000000,10.0000000000,48.0000000000,"7444",B,0.00,./0.png
9.23123944111131,45.9872270315129,"21858",Alberi,10 - Villa Carlotta - Viale Castanone,"2118",Taxus baccata L.,13.0000000000,5.0000000000,33.0000000000,"7555",B,0.00,./0.png
9.23135493697695,45.9873639183612,"21839",Alberi,10 - Villa Carlotta - Viale Castanone,"2119",Taxus baccata L.,11.0000000000,5.0000000000,35.0000000000,"7562",B,0.00,./0.png
9.23124790000418,45.9872646809339,"21851",Alberi,10 - Villa Carlotta - Viale Castanone,"2120",Diospyros lotus,16.0000000000,10.0000000000,50.0000000000,7557B,B,0.00,./0.png
9.23125203754235,45.9874211169403,"21861",Alberi,11 - Villa Carlotta - Bosco Rododendri nuovi,"2121",Chamaecyparis lawsoniana (Murray) Parl. Alumii,15.0000000000,5.0000000000,33.0000000000,"7552",B,0.00,./0.png
9.23144665768758,45.9877688550689,"21757",Alberi,100 - Parco degli ulivi,"2122",,18.0000000000,5.0000000000,52.0000000000,,,0.00,./0.png
9.23143188645311,45.9877936520947,"21760",Alberi,100 - Parco degli ulivi,"2123",Pinus strobus L.,22.0000000000,4.0000000000,49.0000000000,,B,0.00,./0.png
9.23142071114237,45.9878111261906,"21763",Alberi,100 - Parco degli ulivi,"2124",Pinus strobus L.,23.0000000000,8.0000000000,78.0000000000,,Non attribuita,0.00,./0.png
9.23140845867705,45.9878279743277,"21766",Alberi,100 - Parco degli ulivi,"2125",Pinus strobus L.,17.0000000000,8.0000000000,46.0000000000,,B,0.00,./0.png
9.23123567992047,45.9879274829974,"21769",Alberi,100 - Parco degli ulivi,"2126",Pinus strobus,18.0000000000,10.0000000000,69.0000000000,,Non attribuita,0.00,./0.png
9.23120072233795,45.9877562277241,"21772",Alberi,100 - Parco degli ulivi,"2127",,21.0000000000,8.0000000000,53.0000000000,,B,0.00,./0.png
9.23110713413723,45.9876050760412,"21775",Alberi,100 - Parco degli ulivi,"2128",Fagus sylvatica L.,15.0000000000,6.0000000000,48.0000000000,,B,0.00,./0.png
9.23060505072778,45.9878163899443,"21782",Alberi,100 - Parco degli ulivi,"2130",Betula albosinensis Burkill,22.0000000000,8.0000000000,54.0000000000,,,0.00,./0.png
9.23064347612903,45.9877205321655,"21785",Alberi,100 - Parco degli ulivi,"2131",,7.0000000000,4.0000000000,58.0000000000,,B,0.00,./0.png
9.23068173007243,45.9875544905716,"21788",Alberi,100 - Parco degli ulivi,"2132",,6.0000000000,4.0000000000,58.0000000000,,B,0.00,./0.png
9.23037953236146,45.9874917698028,"21791",Alberi,100 - Parco degli ulivi,"2133",,5.0000000000,3.0000000000,52.0000000000,,B,0.00,./0.png
9.23041050548553,45.9875826817024,"21794",Alberi,100 - Parco degli ulivi,"2134",,6.0000000000,4.0000000000,65.0000000000,,B,0.00,./0.png
9.23084226470635,45.9873376956955,"21797",Alberi,100 - Parco degli ulivi,"2135",,7.0000000000,5.0000000000,50.0000000000,,B,0.00,./0.png
9.23097653728488,45.9870355717631,"21800",Alberi,100 - Parco degli ulivi,"2136",Prunus avium L.,16.0000000000,7.0000000000,51.0000000000,,B,0.00,./0.png
9.23169497508951,45.9876669648807,"21842",Alberi,11 - Villa Carlotta - Bosco Rododendri nuovi,"2137",Cryptomeria japonica D.Don cv.,18.0000000000,3.0000000000,36.0000000000,"7712",B,0.00,./0.png
9.23215718703854,45.9883127211959,"21895",Alberi,43 - Villa Carlotta - Giardino dei bambÃ¹,"2138",Castanea sativa Mill.,10.0000000000,5.0000000000,28.0000000000,"1428",D,1.19,./1.png
9.23222927802469,45.9883367076209,"21876",Alberi,43 - Villa Carlotta - Giardino dei bambÃ¹,"2139",Castanea sativa Mill.,7.0000000000,3.0000000000,68.0000000000,,D,0.00,./0.png
9.23286897181024,45.9882687823721,"21882",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2141",Magnolia tripetala L.,7.0000000000,8.0000000000,20.0000000000,"1145",B,0.00,./0.png
9.23307506027259,45.9882450153173,"21888",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2142",Betula pendula Roth.,11.0000000000,4.0000000000,26.0000000000,"978",Non attribuita,0.00,./0.png
9.23292390761117,45.9884987467623,"21879",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2143",Carpinus betulus L.,12.0000000000,5.0000000000,23.0000000000,"1012",B,0.00,./0.png
9.23295674154688,45.9885908795802,"21907",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2144",Acer pseudoplatanus L.,13.0000000000,8.0000000000,46.0000000000,"1001",Non attribuita,0.00,./0.png
9.23310887412066,45.9887458886777,"21919",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2145",Araucaria angustifolia (Bertol.) Kuntze,16.0000000000,5.0000000000,33.0000000000,"815",A,0.00,./0.png
9.23313164145696,45.9886852517815,"21892",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2146",Ginkgo biloba L.,20.0000000000,4.0000000000,36.0000000000,"991",B,0.00,./0.png
9.23308685864938,45.9888103221892,"21901",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2147",Fraxinus excelsior L.,16.0000000000,10.0000000000,36.0000000000,"811",B,0.00,./0.png
9.23331753757506,45.9886492849831,"21904",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"2148",Cupressus glabra Sudw.,14.0000000000,5.0000000000,36.0000000000,"985",B,0.00,./0.png
9.2331967257194,45.9890777419027,"21931",Alberi,12 - Villa Carlotta - Prato paulownia,"2149",Picea orientalis (L.) Link.,8.0000000000,5.0000000000,35.0000000000,"787",B,0.00,./0.png
9.23310207084962,45.9891399205094,"21913",Alberi,12 - Villa Carlotta - Prato paulownia,"2150",Pseudotsuga menziesii (Mirb.) Franco subsp. glauca (Beissn.) E.Murray,13.0000000000,7.0000000000,54.0000000000,"790",B,0.00,./0.png
9.23315350967189,45.9891885255531,"21898",Alberi,12 - Villa Carlotta - Prato paulownia,"2151",Abies concolor (Gordon & Glend.) Lindl. Glauca,8.0000000000,3.0000000000,29.0000000000,"788",B,0.00,./0.png
9.23306771448054,45.989288163571,"21885",Alberi,2 - Villa Carlotta - area vivaio serre,"2152",Pinus coulteri D.Don,9.0000000000,5.0000000000,39.0000000000,"682",B,0.00,./0.png
9.23306102050229,45.9893791348989,"21934",Alberi,2 - Villa Carlotta - area vivaio serre,"2153",Gleditsia triacanthos L.,15.0000000000,8.0000000000,48.0000000000,"688",B,0.00,./0.png
9.23320622233247,45.9893774796485,"21925",Alberi,2 - Villa Carlotta - area vivaio serre,"2155",Cedrus atlantica var.glauca,13.0000000000,7.0000000000,44.0000000000,"685",B,0.00,./0.png
9.23318731722974,45.9894354535646,"21928",Alberi,2 - Villa Carlotta - area vivaio serre,"2155",Keteleeria davidiana (Bertr.) Beissn,12.0000000000,6.0000000000,37.0000000000,"686",B,0.00,./0.png
9.23337167379507,45.9895302921093,"21937",Alberi,2 - Villa Carlotta - area vivaio serre,"2156",Thuja plicata D. Don,13.0000000000,6.0000000000,52.0000000000,"508",Non attribuita,0.00,./0.png
9.23341482891168,45.9887016034507,"21916",Alberi,12 - Villa Carlotta - Prato paulownia,"2157",Taxus baccata L.,7.0000000000,7.0000000000,31.0000000000,"3523",B,0.00,./0.png
9.23339515854714,45.9884575807239,"21922",Alberi,7 - Villa Carlotta - viale canfora,"2158",Taxus baccata L.,23.1739406590,4.0000000000,30.0000000000,"3435",D,6.40,./1.png
9.23339838426794,45.9884416884917,"21910",Alberi,7 - Villa Carlotta - viale canfora,"2159",Fagus sylvatica L.,18.0000000000,5.0000000000,36.0000000000,"3434",B,0.00,./0.png
9.2332798356267,45.9883728257262,"22053",Alberi,7 - Villa Carlotta - viale canfora,"2161",Sequoia sempervirens (D. Don) Endl.,12.0000000000,4.0000000000,35.0000000000,"3432",B,0.00,./0.png
9.23325479881529,45.9883295940707,"22056",Alberi,7 - Villa Carlotta - viale canfora,"2162",Taxus baccata L.,12.0000000000,5.0000000000,34.0000000000,3426A,B,0.00,./0.png
9.23315145858525,45.9882540848614,"22059",Alberi,IMPORT - Villa Carlotta - Importazione Giugno 2018,"2163",Taxus baccata L.,11.0000000000,4.0000000000,28.0000000000,979B,B,0.00,./0.png
9.23320219049599,45.9882083315004,"22062",Alberi,7 - Villa Carlotta - viale canfora,"2164",Rhododendron arboreum Sm. cv.,7.0000000000,3.5000000000,30.0000000000,"3329",Non attribuita,0.00,./0.png
9.23304625322268,45.9881278893013,"22065",Alberi,7 - Villa Carlotta - viale canfora,"2165",Liquidambar styraciflua L.,18.0000000000,4.0000000000,38.0000000000,"3239",Non attribuita,0.00,./0.png
9.23287410993237,45.9879883475437,"22008",Alberi,7 - Villa Carlotta - viale canfora,"2166",Magnolia grandiflora,20.0000000000,3.0000000000,35.0000000000,,B,0.00,./0.png
9.23290866497995,45.9879861440623,"22017",Alberi,7 - Villa Carlotta - viale canfora,"2167",Magnolia grandiflora,8.0000000000,3.0000000000,38.0000000000,,,0.00,./0.png
9.23289793810821,45.9879741409277,"22014",Alberi,7 - Villa Carlotta - viale canfora,"2168",Magnolia grandiflora,16.0000000000,4.0000000000,35.0000000000,,B,0.00,./0.png
9.23289076057807,45.9879675878492,"22020",Alberi,7 - Villa Carlotta - viale canfora,"2169",Magnolia grandiflora,18.0000000000,3.0000000000,34.0000000000,,B,0.00,./0.png
9.23272764500092,45.9878418498826,"22068",Alberi,7 - Villa Carlotta - viale canfora,"2170",Magnolia x soulangeana Soul.Bod,9.0000000000,6.0000000000,32.0000000000,"2924",B,0.00,./0.png
9.23336269922002,45.9901814238871,"22023",Alberi,2 - Villa Carlotta - area vivaio serre,"2171",Picea abies,16.0000000000,5.0000000000,55.0000000000,,B,0.00,./0.png
9.23371960788105,45.9888439350295,"22027",Alberi,2 - Villa Carlotta - area vivaio serre,"2172",Cupressus lusitanica,26.0000000000,5.0000000000,70.0000000000,,B,0.00,./0.png
9.23369896611037,45.9888692071979,"22030",Alberi,2 - Villa Carlotta - area vivaio serre,"2173",Cupressus lusitanica,26.0000000000,4.0000000000,53.0000000000,,Non attribuita,0.00,./0.png
9.23359257026705,45.9888617002315,"22033",Alberi,2 - Villa Carlotta - area vivaio serre,"2174",Cupressus lusitanica,26.0000000000,5.0000000000,70.0000000000,,B,0.00,./0.png
9.23355935772022,45.9888231354338,"22036",Alberi,2 - Villa Carlotta - area vivaio serre,"2175",Cupressus lusitanica,26.0000000000,5.0000000000,85.0000000000,,Non attribuita,0.00,./0.png
9.23367924513712,45.9885675136613,"22039",Alberi,12 - Villa Carlotta - Prato paulownia,"2176",Castanea sativa,19.0000000000,9.0000000000,115.0000000000,,Non attribuita,0.00,./0.png
9.23357359068688,45.9875849738934,"4919",Alberi,15 - Villa Carlotta - zona serre vecchie,"2177",Magnolia grandiflora L.,18.0000000000,6.0000000000,58.0000000000,5046E,Non attribuita,0.00,./0.png
9.23036094182993,45.9862718595084,"22071",Alberi,26 - Villa Carlotta - zona maggione,"2178",Sequoia sempervirens (D. Don) Endl.,14.0000000000,5.0000000000,47.0000000000,"9067",B,0.00,./0.png
9.23045003338296,45.9862726969392,"22074",Alberi,26 - Villa Carlotta - zona maggione,"2179",Acer saccharinum L. f. pyramidale (Spaeth.) Pax.,9.0000000000,5.0000000000,34.0000000000,"9147",Non attribuita,0.00,./0.png
9.23021561436693,45.9862070076747,"22077",Alberi,27 - Villa Carlotta - zona Nyssa,"2180",Nyssa sylvatica Marshall,9.0000000000,6.0000000000,31.0000000000,"9057",B,0.00,./0.png
9.23073355130399,45.9855476548307,"22042",Alberi,IMPORT - Villa Carlotta - Importazione Giugno 2018,"2181",Platanus acerifolia,22.0000000000,11.0000000000,120.0000000000,,Non attribuita,0.00,./0.png
9.23086106338887,45.9855891857877,"22047",Alberi,IMPORT - Villa Carlotta - Importazione Giugno 2018,"2182",Platanus acerifolia,22.0000000000,10.0000000000,171.0000000000,,Non attribuita,0.00,./0.png
9.23256688907714,45.9868352750452,"22050",Alberi,IMPORT - Villa Carlotta - Importazione Giugno 2018,"2183",Platanus acerifolia,20.0000000000,6.0000000000,62.0000000000,,Non attribuita,0.00,./0.png
